name,price,address,details,link,removed_timestamp
BASTIDE,"de 306,36 à 612,7 €",29 av ABADIE 33100 BORDEAUX,"de 29,7 à 51,68 m² | Colocation, Couple | 2 lits rapprochables | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/351,2025-07-30 15:05:14 UTC+01:00
MAISON DES ETUDIANTS,370 €,38 Rue de Montjoly 08000 CHARLEVILLE MEZIERES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1567,2025-07-30 15:05:14 UTC+01:00
CU MONPLAISIR,"442,05 €",rue Jacques Callot 54500 VANDOEUVRE LES NANCY,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo | Logement adaptéPMR",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2773,2025-07-30 15:05:14 UTC+01:00
CU MONPLAISIR,"153,7 €",rue Jacques Callot 54500 VANDOEUVRE LES NANCY,9 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1261,2025-07-30 15:10:13 UTC+01:00
Nanterre,"265,79 €",8 allée de l'Université 92000 Nanterre,"10,74 m² | Individuel | 1 lit surélevé | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/734,2025-07-30 15:10:13 UTC+01:00
FACULTES,432 €,9 allée la Rafale 51100 REIMS,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1380,2025-07-30 15:10:13 UTC+01:00
FACULTES,301 €,9 allée la Rafale 51100 REIMS,"41 m² | Colocation | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1059,2025-07-30 15:15:17 UTC+01:00
OUEST,309 €,107 rue des Taillées - DOMAINE UNIVERSITAIRE 38400 SAINT MARTIN D HERES,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/132,2025-07-30 15:15:17 UTC+01:00
CONDILLAC,de 230 à 327 €,DOMAINE UNIVERSITAIRE - 55 allée Condillac 38400 ST MARTIN D HERES,de 9 à 18 m² | Individuel | 1 lit simple | Frigo | Logement adaptéPMR,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2530,2025-07-30 15:20:15 UTC+01:00
BERLIOZ,343 €,8 bis bld Franchet d Esperey 51100 REIMS,"51 m² | Colocation | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1262,2025-07-30 15:20:15 UTC+01:00
RESIDENCE CLERISSEAU,"de 371,85 à 477,42 €",21 bis rue Fléchier 30000 NIMES,"de 18,6 à 26,9 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2549,2025-07-30 15:20:15 UTC+01:00
RESIDENCE SAINT CESAIRE,"279,02 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 63,4 à 69,8 m² | Colocation | 4 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2754,2025-07-30 15:25:14 UTC+01:00
OUEST,309 €,107 rue des Taillées - DOMAINE UNIVERSITAIRE 38400 SAINT MARTIN D HERES,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/132,2025-07-30 15:25:14 UTC+01:00
Residence René THOM,"349,5 €",37 avenue clemenceau - 25200 MONTBELIARD,"24 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1301,2025-07-30 15:25:14 UTC+01:00
MAISON DES ETUDIANTS,370 €,38 Rue de Montjoly 08000 CHARLEVILLE MEZIERES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1567,2025-07-30 15:25:14 UTC+01:00
Residence Pascal Paoli 2,427 €,"22, avenue Jean Nicoli, BP 55, 20250 CORTE","de 18 à 20 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Micro-onde, Balcon",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1535,2025-07-30 15:25:14 UTC+01:00
BAZEILLES,338 €,12 place de l infanterie de marine 08140 BAZEILLES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1211,2025-07-30 15:40:32 UTC+01:00
MAISON DES ETUDIANTS,262 €,50 rue LIGIER 33000 BORDEAUX,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1503,2025-07-30 15:45:15 UTC+01:00
Residence Duvillard,277 €,2 rue Ernest Duvillard - BP 80523 - 90016 BELFORT CEDEX,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1158,2025-07-30 15:45:15 UTC+01:00
CONDILLAC,de 230 à 327 €,DOMAINE UNIVERSITAIRE - 55 allée Condillac 38400 ST MARTIN D HERES,de 9 à 18 m² | Individuel | 1 lit simple | Frigo | Logement adaptéPMR,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2530,2025-07-30 15:50:17 UTC+01:00
Residence J.P. Sartre,"321,3 €","1, rue Gaston DEFERRE - 90000 BELFORT -","19 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1192,2025-07-30 15:50:17 UTC+01:00
Residence J.P. Sartre,"de 373,05 à 429,65 €","1, rue Gaston DEFERRE - 90000 BELFORT -","35 m² | Individuel, Couple | 1 lit simple, 1 lit rapprochable | WC, Douche, Evier + plaque, Frigo, Duplex, Balcon",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1184,2025-07-30 15:50:17 UTC+01:00
CU VELODROME,"de 380,87 à 390,44 €",Rue Jacques Callot 54500 VANDOEUVRE LES NANCY,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/515,2025-07-30 15:50:17 UTC+01:00
CONDILLAC,de 230 à 327 €,DOMAINE UNIVERSITAIRE - 55 allée Condillac 38400 ST MARTIN D HERES,de 9 à 18 m² | Individuel | 1 lit simple | Frigo | Logement adaptéPMR,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2530,2025-07-30 16:10:15 UTC+01:00
MDE,"de 311,5 à 385 €",6 PLACE PASTEUR 38000 GRENOBLE,de 10 à 22 m² | Individuel | 1 lit simple,https://trouverunlogement.lescrous.fr/tools/41/accommodations/87,2025-07-30 16:10:15 UTC+01:00
RESIDENCE SAINT CESAIRE,"de 311,33 à 401,56 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 15,5 à 21,8 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2753,2025-07-30 16:25:12 UTC+01:00
La GRAVIERE,370 €,36 Rue de la Gravière 08000 CHARLEVILLE-MEZIERES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1491,2025-07-30 16:30:12 UTC+01:00
RESIDENCE ALICE GUY,"374,3 €",7 avenue de l'Europe Bât E 69500 Bron,"de 145 à 151 m² | Colocation | 4 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo, Micro-onde",https://trouverunlogement.lescrous.fr/tools/41/accommodations/3034,2025-07-30 16:35:14 UTC+01:00
RESIDENCE GEORGE BESSE,"346,64 €",100 Rue Georges BESSE 30035 NIMES CEDEX 1,"33 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2220,2025-07-30 16:50:17 UTC+01:00
CONDILLAC,de 230 à 327 €,DOMAINE UNIVERSITAIRE - 55 allée Condillac 38400 ST MARTIN D HERES,de 9 à 18 m² | Individuel | 1 lit simple | Frigo | Logement adaptéPMR,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2530,2025-07-30 17:00:21 UTC+01:00
CU LA BATELIERE,"535,92 €",7 à 15 route de Metz 54320 Maxéville,"de 23 à 28 m² | Individuel | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2975,2025-07-30 17:00:21 UTC+01:00
Ulis,"180,05 €","15, rue le Bosquet 91940 les ULIS","0 m² | Colocation | 5 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo, Micro-onde",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2055,2025-07-30 17:10:11 UTC+01:00
CONDILLAC,de 230 à 327 €,DOMAINE UNIVERSITAIRE - 55 allée Condillac 38400 ST MARTIN D HERES,de 9 à 18 m² | Individuel | 1 lit simple | Frigo | Logement adaptéPMR,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2530,2025-07-30 17:35:14 UTC+01:00
RESIDENCE SAINT CESAIRE,"de 382,07 à 495,43 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 19,6 à 34,2 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2799,2025-07-30 17:35:14 UTC+01:00
RESIDENCE SAINT-ELOI,"de 467,74 à 477,05 €",19-21 Avenue Le Pelletier - 86000 POITIERS,"de 31 à 32 m² | Individuel, Couple | 1 lit double | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2964,2025-07-30 17:50:15 UTC+01:00
OUEST,309 €,107 rue des Taillées - DOMAINE UNIVERSITAIRE 38400 SAINT MARTIN D HERES,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/132,2025-07-30 18:00:14 UTC+01:00
CU MONPLAISIR,"186,71 €",rue Jacques Callot 54500 VANDOEUVRE LES NANCY,9 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1291,2025-07-30 19:20:16 UTC+01:00
LEONARD DE VINCI,370 €,24 Place Léonard De Vinci 10430 ROSIERES PRES TROYES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1522,2025-07-30 19:40:14 UTC+01:00
MAISON DES ETUDIANTS,262 €,50 rue LIGIER 33000 BORDEAUX,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1503,2025-07-30 19:50:15 UTC+01:00
RESIDENCE GEMINI,"398,74 €",Téléport 2 - 8 avenue Blaise Pascal - 86360 CHASSENEUIL DU POITOU,"de 21 à 27 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/986,2025-07-30 20:20:11 UTC+01:00
LEONARD DE VINCI,370 €,24 Place Léonard De Vinci 10430 ROSIERES PRES TROYES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1522,2025-07-30 20:30:11 UTC+01:00
Residence René THOM,"408,5 €",37 avenue clemenceau - 25200 MONTBELIARD,"de 27 à 31 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1306,2025-07-30 21:00:16 UTC+01:00
RESIDENCE SAINT CESAIRE,"279,02 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 63,4 à 69,8 m² | Colocation | 4 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2754,2025-07-30 21:40:17 UTC+01:00
OUEST,309 €,107 rue des Taillées - DOMAINE UNIVERSITAIRE 38400 SAINT MARTIN D HERES,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/132,2025-07-30 21:40:17 UTC+01:00
CU MONPLAISIR,"153,7 €",rue Jacques Callot 54500 VANDOEUVRE LES NANCY,9 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1261,2025-07-31 00:50:14 UTC+01:00
Residence Pascal Paoli 1,235 €,"22, avenue Jean NICOLI, BP 55, 20250 CORTE","12 m² | Individuel | 1 lit simple | WC, Douche, Frigo, Micro-onde",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1521,2025-07-31 01:00:14 UTC+01:00
BAZEILLES,275 €,12 place de l infanterie de marine 08140 BAZEILLES,"21 m² | Individuel | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1224,2025-07-31 01:00:14 UTC+01:00
Residence Duvillard,277 €,2 rue Ernest Duvillard - BP 80523 - 90016 BELFORT CEDEX,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1158,2025-07-31 01:00:14 UTC+01:00
DESANTI,de 278 à 444 €,"6, rue du Père Wresinski 28000 CHARTRES","30 m² | Individuel, Colocation | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/961,2025-07-31 01:00:14 UTC+01:00
Orsay-Fleming,"283,05 €","21, rue André Maginot 91400 ORSAY","28,88 m² | Individuel, Colocation | 2 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2555,2025-07-31 01:00:14 UTC+01:00
Residence J.P. Sartre,"321,3 €","1, rue Gaston DEFERRE - 90000 BELFORT -","19 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1192,2025-07-31 01:00:14 UTC+01:00
BAZEILLES,338 €,12 place de l infanterie de marine 08140 BAZEILLES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1211,2025-07-31 01:00:14 UTC+01:00
Residence René THOM,"349,5 €",37 avenue clemenceau - 25200 MONTBELIARD,"24 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1301,2025-07-31 01:00:14 UTC+01:00
Résidence Portes du Jura,"354,5 €","23, rue Maurice RAVEL - 25200 MONTBELIARD","18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1298,2025-07-31 01:00:14 UTC+01:00
MAISON DES ETUDIANTS,370 €,38 Rue de Montjoly 08000 CHARLEVILLE MEZIERES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1567,2025-07-31 01:00:14 UTC+01:00
Residence J.P. Sartre,"de 373,05 à 429,65 €","1, rue Gaston DEFERRE - 90000 BELFORT -","35 m² | Individuel, Couple | 1 lit simple, 1 lit rapprochable | WC, Douche, Evier + plaque, Frigo, Duplex, Balcon",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1184,2025-07-31 01:00:14 UTC+01:00
BOSQUET,"397,24 €",269 place de la caserne Bosquet 40000 MONT-DE-MARSAN,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo | Logement adaptéPMR",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2369,2025-07-31 01:00:14 UTC+01:00
Residence René THOM,"408,5 €",37 avenue clemenceau - 25200 MONTBELIARD,"de 27 à 31 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1306,2025-07-31 01:00:14 UTC+01:00
Residence René THOM,"408,5 €",37 avenue clemenceau - 25200 MONTBELIARD,"32 m² | Individuel | 2 lits rapprochables | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1314,2025-07-31 01:00:14 UTC+01:00
CRESSONNIERE,"417,78 €",Av. Michel Serres 47000 AGEN,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2147,2025-07-31 01:00:14 UTC+01:00
Residence Pascal Paoli 2,427 €,"22, avenue Jean Nicoli, BP 55, 20250 CORTE","de 18 à 20 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Micro-onde, Balcon",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1535,2025-07-31 01:00:14 UTC+01:00
Residence René THOM,"438,5 €",37 avenue clemenceau - 25200 MONTBELIARD,"40 m² | Individuel | 2 lits rapprochables | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1315,2025-07-31 01:00:14 UTC+01:00
Residence Braudel,"482,4 €",3 rue Marcel Paul - 90000 BELFORT -,"47 m² | Individuel, Couple | 2 lits rapprochables | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1157,2025-07-31 01:00:14 UTC+01:00
GALILEE,517 €,6 place Pasteur - 38100 GRENOBLE,"de 16,1 à 29,8 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo, Micro-onde",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2688,2025-07-31 01:00:14 UTC+01:00
CU LA BATELIERE,"535,92 €",7 à 15 route de Metz 54320 Maxéville,"de 23 à 28 m² | Individuel | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2975,2025-07-31 01:00:14 UTC+01:00
CU BRIDOUX,"558,07 €",2 rue du Général Delestraint CS 15250 57076 METZ CEDEX 03,50 m² | Individuel | 2 lits rapprochables,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2993,2025-07-31 01:00:14 UTC+01:00
Residence J.P. Sartre,"321,3 €","1, rue Gaston DEFERRE - 90000 BELFORT -","19 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1192,2025-07-31 01:30:16 UTC+01:00
Résidence Portes du Jura,"354,5 €","23, rue Maurice RAVEL - 25200 MONTBELIARD","18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1298,2025-07-31 01:40:15 UTC+01:00
RESIDENCE ST LEU,"277,54 €","19, Rue TAGAULT 80000 AMIENS","9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1540,2025-07-31 03:10:14 UTC+01:00
CITE MARIE CURIE,"de 175,53 à 179,34 €",19/21 Rue Jean Richard Bloch - 86022 POITIERS CEDEX,9 m² | Individuel | 1 lit simple,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1400,2025-07-31 03:20:15 UTC+01:00
CITE MARIE CURIE,"de 175,53 à 179,34 €",19/21 Rue Jean Richard Bloch - 86022 POITIERS CEDEX,9 m² | Individuel | 1 lit simple,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1400,2025-07-31 03:40:12 UTC+01:00
RESIDENCE BAILLY,"277,54 €",Allée Paul Claudel 80000 AMIENS,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/215,2025-07-31 03:50:13 UTC+01:00
RESIDENCE SAINT CESAIRE,"de 311,33 à 401,56 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 15,5 à 21,8 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2753,2025-07-31 03:55:55 UTC+01:00
OUEST,309 €,107 rue des Taillées - DOMAINE UNIVERSITAIRE 38400 SAINT MARTIN D HERES,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/132,2025-07-31 04:20:12 UTC+01:00
RESIDENCE MARGUERITE YOURCENAR,"de 381,12 à 425,96 €",4 Allée Marguerite YOURCENAR 02100 SAINT QUENTIN,"de 19,22 à 22,41 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/3113,2025-07-31 05:10:19 UTC+01:00
Ulis,"180,05 €","15, rue le Bosquet 91940 les ULIS","0 m² | Colocation | 5 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo, Micro-onde",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2055,2025-07-31 05:20:12 UTC+01:00
RESIDENCE LES PALMES,"de 345,73 à 353,48 €","Parc Scientifique Georges Besse - 30, Allée Norbert Wiener - 30000 Nîmes","de 20,85 à 25,99 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1690,2025-07-31 06:10:12 UTC+01:00
MAISON DES ETUDIANTS,370 €,38 Rue de Montjoly 08000 CHARLEVILLE MEZIERES,"18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1567,2025-07-31 06:20:14 UTC+01:00
GERARD PHILIPE,267 €,2 rue Gerard PHILIPE 51100 REIMS,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1394,2025-07-31 06:50:13 UTC+01:00
CITE VOIE DOMITIENNE,"de 257,41 à 269,92 €",259 VOIE DOMITIENNE 34096 MONTPELLIER CEDEX 5,"de 10 à 13,5 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/863,2025-07-31 07:20:14 UTC+01:00
AMARYLLIS,389 €,68 boulevard Lahitolle 18000 BOURGES,"de 16,67 à 27,56 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/684,2025-07-31 07:30:13 UTC+01:00
RESIDENCE SAINT CESAIRE,"279,02 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 63,4 à 69,8 m² | Colocation | 4 lits simples | Pièce à vivre, WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2754,2025-07-31 08:10:14 UTC+01:00
CU ARISTIDE BRIAND,"327,14 €","24 bis, rue A. Briand - 54520 LAXOU","18 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1889,2025-07-31 08:10:14 UTC+01:00
CONDILLAC,de 230 à 327 €,DOMAINE UNIVERSITAIRE - 55 allée Condillac 38400 ST MARTIN D HERES,de 9 à 18 m² | Individuel | 1 lit simple | Frigo | Logement adaptéPMR,https://trouverunlogement.lescrous.fr/tools/41/accommodations/2530,2025-07-31 08:20:16 UTC+01:00
GERARD PHILIPE,267 €,2 rue Gerard PHILIPE 51100 REIMS,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1394,2025-07-31 08:20:16 UTC+01:00
CU LA BATELIERE,"535,92 €",7 à 15 route de Metz 54320 Maxéville,"de 23 à 28 m² | Individuel | 2 lits simples | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2975,2025-07-31 08:20:16 UTC+01:00
CITE VERT BOIS,"257,41 €",192 rue de la chénaie 34096 Montpellier Cedex 5,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/601,2025-07-31 08:30:12 UTC+01:00
CU SAURUPT,"186,71 €",Rue de Saurupt 54000 NANCY,9 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/252,2025-07-31 08:40:13 UTC+01:00
CITE DESCARTES,"de 256,26 à 261,82 €",11-13-15 rue Raoul Follereau - 86022 POITIERS CEDEX,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/798,2025-07-31 08:40:13 UTC+01:00
CITE MARIE CURIE,"de 175,53 à 179,34 €",19/21 Rue Jean Richard Bloch - 86022 POITIERS CEDEX,9 m² | Individuel | 1 lit simple,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1400,2025-07-31 08:50:15 UTC+01:00
CITE DESCARTES,"de 175,53 à 179,34 €",11-13-15 rue Raoul Follereau - 86022 POITIERS CEDEX,9 m² | Individuel | 1 lit simple,https://trouverunlogement.lescrous.fr/tools/41/accommodations/815,2025-07-31 08:50:15 UTC+01:00
CITE RABELAIS,"256,26 €",11 rue de la Devinière - 86000 POITIERS,"de 10 à 11 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/819,2025-07-31 08:50:15 UTC+01:00
RESIDENCE LES PALMES,"de 345,73 à 353,48 €","Parc Scientifique Georges Besse - 30, Allée Norbert Wiener - 30000 Nîmes","de 20,85 à 25,99 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1690,2025-07-31 08:50:15 UTC+01:00
RESIDENCE CASTILLON,"277,54 €",11 Rue Général Frère 80000 AMIENS,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1733,2025-07-31 09:10:15 UTC+01:00
RESIDENCE THIL,"277,54 €",Avenue des Facultés 80000 AMIENS,"9 m² | Individuel | 1 lit simple | WC, Douche, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1292,2025-07-31 09:10:15 UTC+01:00
RESIDENCE PARC KENNEDY,"316,01 €",42 RUE MATHEAS 60000 BEAUVAIS,"19 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/1137,2025-07-31 09:10:15 UTC+01:00
RESIDENCE MARGUERITE YOURCENAR,"de 381,12 à 425,96 €",4 Allée Marguerite YOURCENAR 02100 SAINT QUENTIN,"de 19,22 à 22,41 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/3113,2025-07-31 09:10:15 UTC+01:00
RESIDENCE SAINT CESAIRE,"de 382,07 à 495,43 €",258 Chemin du Moulin à Vent Quartier Saint Cesaire 30 000 Nîmes,"de 19,6 à 34,2 m² | Individuel | 1 lit simple | WC, Douche, Evier + plaque, Frigo",https://trouverunlogement.lescrous.fr/tools/41/accommodations/2799,2025-07-31 09:10:15 UTC+01:00
CU MONPLAISIR,"186,71 €",rue Jacques Callot 54500 VANDOEUVRE LES NANCY,9 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/1291,2025-07-31 09:20:16 UTC+01:00
OUEST,309 €,107 rue des Taillées - DOMAINE UNIVERSITAIRE 38400 SAINT MARTIN D HERES,12 m² | Individuel | 1 lit simple | Frigo,https://trouverunlogement.lescrous.fr/tools/41/accommodations/132,2025-07-31 09:20:16 UTC+01:00
